Date,"Slack (software)"
2017-10-10,1255
2017-10-11,1220
2017-10-12,1279
2017-10-13,1125
2017-10-14,432
2017-10-15,514
2017-10-16,1297
2017-10-17,1369
2017-10-18,1221
2017-10-19,1260
2017-10-20,1199
2017-10-21,430
2017-10-22,533
2017-10-23,1257
2017-10-24,1341
2017-10-25,1366
2017-10-26,1369
2017-10-27,1227
2017-10-28,469
2017-10-29,507
2017-10-30,1512
2017-10-31,1774
2017-11-01,1857
2017-11-02,1447
2017-11-03,1248
2017-11-04,617
2017-11-05,591
2017-11-06,1449
2017-11-07,1449
2017-11-08,1523
2017-11-09,1371
2017-11-10,1169
2017-11-11,518
2017-11-12,528
2017-11-13,1367
2017-11-14,1405
2017-11-15,1415
2017-11-16,1577
2017-11-17,1150
2017-11-18,495
2017-11-19,570
2017-11-20,1334
2017-11-21,1363
2017-11-22,1282
2017-11-23,987
2017-11-24,883
2017-11-25,472
2017-11-26,487
2017-11-27,1236
2017-11-28,1332
2017-11-29,1333
2017-11-30,1251
2017-12-01,1123
2017-12-02,487
2017-12-03,611
2017-12-04,1373
2017-12-05,1358
2017-12-06,1259
2017-12-07,1359
2017-12-08,1280
2017-12-09,574
2017-12-10,513
2017-12-11,1386
2017-12-12,1453
2017-12-13,1279
2017-12-14,1200
2017-12-15,1066
2017-12-16,440
2017-12-17,428
2017-12-18,1260
2017-12-19,1191
2017-12-20,1087
2017-12-21,973
2017-12-22,661
2017-12-23,332
2017-12-24,301
2017-12-25,300
2017-12-26,550
2017-12-27,730
2017-12-28,681
2017-12-29,565
2017-12-30,382
2017-12-31,314
2018-01-01,382
2018-01-02,1017
2018-01-03,1229
2018-01-04,1142
2018-01-05,1175
2018-01-06,511
2018-01-07,507
2018-01-08,1440
2018-01-09,2450
2018-01-10,1569
2018-01-11,1468
2018-01-12,1201
2018-01-13,515
2018-01-14,538
2018-01-15,1191
2018-01-16,1486
2018-01-17,1557
2018-01-18,1845
2018-01-19,1597
2018-01-20,628
2018-01-21,554
2018-01-22,1481
2018-01-23,1494
2018-01-24,1567
2018-01-25,1528
2018-01-26,1378
2018-01-27,563
2018-01-28,590
2018-01-29,1418
2018-01-30,1461
2018-01-31,1549
2018-02-01,1551
2018-02-02,1277
2018-02-03,561
2018-02-04,559
2018-02-05,1402
2018-02-06,1446
2018-02-07,1469
2018-02-08,1427
2018-02-09,1276
2018-02-10,501
2018-02-11,584
2018-02-12,1339
2018-02-13,1471
2018-02-14,1621
2018-02-15,1464
2018-02-16,1332
2018-02-17,481
2018-02-18,531
2018-02-19,1185
2018-02-20,1413
2018-02-21,1490
2018-02-22,1421
2018-02-23,1250
2018-02-24,471
2018-02-25,510
2018-02-26,1515
2018-02-27,1609
2018-02-28,1808
2018-03-01,1739
2018-03-02,1357
2018-03-03,590
2018-03-04,654
2018-03-05,1425
2018-03-06,1662
2018-03-07,1720
2018-03-08,1547
2018-03-09,1324
2018-03-10,560
2018-03-11,612
2018-03-12,1528
2018-03-13,1474
2018-03-14,1445
2018-03-15,1399
2018-03-16,1202
2018-03-17,510
2018-03-18,545
2018-03-19,1412
2018-03-20,1488
2018-03-21,1573
2018-03-22,1693
2018-03-23,1332
2018-03-24,514
2018-03-25,516
2018-03-26,1392
2018-03-27,1457
2018-03-28,1396
2018-03-29,1306
2018-03-30,799
2018-03-31,399
2018-04-01,434
2018-04-02,1021
2018-04-03,1389
2018-04-04,1404
2018-04-05,1364
2018-04-06,1164
2018-04-07,475
2018-04-08,551
2018-04-09,1409
2018-04-10,1422
2018-04-11,1486
2018-04-12,1520
2018-04-13,1245
2018-04-14,470
2018-04-15,496
2018-04-16,1443
2018-04-17,1515
2018-04-18,1403
2018-04-19,1363
2018-04-20,1156
2018-04-21,515
2018-04-22,562
2018-04-23,1407
2018-04-24,1462
2018-04-25,1442
2018-04-26,1383
2018-04-27,1118
2018-04-28,489
2018-04-29,497
2018-04-30,1451
2018-05-01,1166
2018-05-02,1328
2018-05-03,1347
2018-05-04,1168
2018-05-05,428
2018-05-06,483
2018-05-07,1242
2018-05-08,1717
2018-05-09,1656
2018-05-10,1400
2018-05-11,1252
2018-05-12,512
2018-05-13,508
2018-05-14,1367
2018-05-15,1435
2018-05-16,1472
2018-05-17,1504
2018-05-18,1281
2018-05-19,475
2018-05-20,469
2018-05-21,1719
2018-05-22,1493
2018-05-23,1615
2018-05-24,1521
2018-05-25,1151
2018-05-26,417
2018-05-27,403
2018-05-28,901
2018-05-29,1309
2018-05-30,1520
2018-05-31,1355
2018-06-01,1207
2018-06-02,470
2018-06-03,513
2018-06-04,1761
2018-06-05,1582
2018-06-06,1494
2018-06-07,1527
2018-06-08,1272
2018-06-09,431
2018-06-10,476
2018-06-11,1337
2018-06-12,1337
2018-06-13,1415
2018-06-14,0
2018-06-15,1118
