Date,"Slack (software)"
2016-05-25,2125
2016-05-26,2470
2016-05-27,2524
2016-05-28,998
2016-05-29,1572
2016-05-30,2076
2016-05-31,1605
2016-06-01,1428
2016-06-02,1436
2016-06-03,1318
2016-06-04,736
2016-06-05,844
2016-06-06,8818
2016-06-07,4891
2016-06-08,3755
2016-06-09,2562
2016-06-10,2440
2016-06-11,1340
2016-06-12,1295
2016-06-13,2553
2016-06-14,2421
2016-06-15,2349
2016-06-16,2060
2016-06-17,1743
2016-06-18,960
2016-06-19,1172
2016-06-20,1795
2016-06-21,2038
2016-06-22,2399
2016-06-23,2256
2016-06-24,1440
2016-06-25,826
2016-06-26,847
2016-06-27,1564
2016-06-28,1779
2016-06-29,1776
2016-06-30,1786
2016-07-01,1583
2016-07-02,742
2016-07-03,754
2016-07-04,1347
2016-07-05,1614
2016-07-06,1534
2016-07-07,1561
2016-07-08,1384
2016-07-09,729
2016-07-10,720
2016-07-11,1454
2016-07-12,1461
2016-07-13,1418
2016-07-14,1470
2016-07-15,1263
2016-07-16,657
2016-07-17,673
2016-07-18,1316
2016-07-19,1409
2016-07-20,1700
2016-07-21,1394
2016-07-22,1351
2016-07-23,735
2016-07-24,819
2016-07-25,1435
2016-07-26,1355
2016-07-27,1319
2016-07-28,1483
2016-07-29,1125
2016-07-30,654
2016-07-31,650
2016-08-01,1345
2016-08-02,1583
2016-08-03,1582
2016-08-04,1499
2016-08-05,1224
2016-08-06,567
2016-08-07,632
2016-08-08,1366
2016-08-09,1328
2016-08-10,1520
2016-08-11,1456
2016-08-12,1228
2016-08-13,635
2016-08-14,742
2016-08-15,1195
2016-08-16,1426
2016-08-17,1311
2016-08-18,1124
2016-08-19,1106
2016-08-20,621
2016-08-21,736
2016-08-22,1741
2016-08-23,1603
2016-08-24,1594
2016-08-25,1529
2016-08-26,1473
2016-08-27,748
2016-08-28,797
2016-08-29,1484
2016-08-30,1694
2016-08-31,1658
2016-09-01,1623
2016-09-02,1387
2016-09-03,662
2016-09-04,726
2016-09-05,1119
2016-09-06,1821
2016-09-07,2739
2016-09-08,2095
2016-09-09,1439
2016-09-10,688
2016-09-11,738
2016-09-12,1551
2016-09-13,1819
2016-09-14,1782
2016-09-15,1589
2016-09-16,1333
2016-09-17,791
2016-09-18,857
2016-09-19,1624
2016-09-20,1701
2016-09-21,2663
2016-09-22,1801
2016-09-23,1599
2016-09-24,883
2016-09-25,846
2016-09-26,1528
2016-09-27,1569
2016-09-28,1923
2016-09-29,1682
2016-09-30,1286
2016-10-01,667
2016-10-02,780
2016-10-03,1383
2016-10-04,1569
2016-10-05,1567
2016-10-06,1521
2016-10-07,1358
2016-10-08,704
2016-10-09,685
2016-10-10,1563
2016-10-11,2068
2016-10-12,1958
2016-10-13,1764
2016-10-14,1499
2016-10-15,747
2016-10-16,1128
2016-10-17,1670
2016-10-18,1676
2016-10-19,1763
2016-10-20,1649
2016-10-21,1555
2016-10-22,878
2016-10-23,853
2016-10-24,1585
2016-10-25,1840
2016-10-26,2441
2016-10-27,1837
2016-10-28,1403
2016-10-29,855
2016-10-30,817
2016-10-31,1687
2016-11-01,1389
2016-11-02,4367
2016-11-03,6309
2016-11-04,3571
2016-11-05,1405
2016-11-06,1472
2016-11-07,2169
2016-11-08,2071
2016-11-09,1466
2016-11-10,1663
2016-11-11,1305
2016-11-12,660
2016-11-13,742
2016-11-14,1540
2016-11-15,1651
2016-11-16,1751
2016-11-17,1555
2016-11-18,1446
2016-11-19,741
2016-11-20,718
2016-11-21,1415
2016-11-22,1486
2016-11-23,1291
2016-11-24,1099
2016-11-25,998
2016-11-26,637
2016-11-27,666
2016-11-28,1467
2016-11-29,1780
2016-11-30,1950
2016-12-01,1828
2016-12-02,1520
2016-12-03,803
2016-12-04,835
2016-12-05,1502
2016-12-06,1631
2016-12-07,1817
2016-12-08,1965
2016-12-09,1489
2016-12-10,777
2016-12-11,777
2016-12-12,1601
2016-12-13,1564
2016-12-14,1995
2016-12-15,1642
2016-12-16,1206
2016-12-17,660
2016-12-18,644
2016-12-19,1375
2016-12-20,1264
2016-12-21,1357
2016-12-22,1313
2016-12-23,788
2016-12-24,469
2016-12-25,470
2016-12-26,620
2016-12-27,893
2016-12-28,922
2016-12-29,934
2016-12-30,914
2016-12-31,548
2017-01-01,513
2017-01-02,956
2017-01-03,1450
2017-01-04,1648
2017-01-05,1657
2017-01-06,2273
2017-01-07,1738
2017-01-08,1320
2017-01-09,2226
2017-01-10,2114
2017-01-11,1933
2017-01-12,1772
2017-01-13,1537
2017-01-14,805
2017-01-15,792
2017-01-16,1420
2017-01-17,1711
2017-01-18,2537
2017-01-19,2363
2017-01-20,1747
2017-01-21,774
2017-01-22,895
2017-01-23,1739
2017-01-24,1963
2017-01-25,1737
2017-01-26,1588
2017-01-27,1415
2017-01-28,813
2017-01-29,901
2017-01-30,1681
2017-01-31,2261
2017-02-01,2237
2017-02-02,1870
2017-02-03,1752
2017-02-04,820
2017-02-05,864
2017-02-06,1603
2017-02-07,2185
2017-02-08,2034
2017-02-09,1881
2017-02-10,1695
2017-02-11,893
2017-02-12,923
2017-02-13,1835
2017-02-14,1757
2017-02-15,1763
2017-02-16,1806
2017-02-17,1542
2017-02-18,817
2017-02-19,831
2017-02-20,1563
2017-02-21,1813
2017-02-22,1798
2017-02-23,1862
2017-02-24,1831
2017-02-25,884
2017-02-26,882
2017-02-27,1661
2017-02-28,1975
2017-03-01,2056
2017-03-02,1894
2017-03-03,1699
2017-03-04,885
2017-03-05,932
2017-03-06,1699
2017-03-07,1830
2017-03-08,1774
2017-03-09,1988
2017-03-10,2017
2017-03-11,821
2017-03-12,829
2017-03-13,1761
2017-03-14,2129
2017-03-15,2348
2017-03-16,2154
2017-03-17,1782
2017-03-18,917
2017-03-19,874
2017-03-20,1680
2017-03-21,1813
2017-03-22,1870
2017-03-23,1761
2017-03-24,1708
2017-03-25,770
2017-03-26,749
2017-03-27,1614
2017-03-28,1863
2017-03-29,1960
2017-03-30,1780
2017-03-31,1548
2017-04-01,796
2017-04-02,831
2017-04-03,1785
2017-04-04,1730
2017-04-05,1784
2017-04-06,1787
2017-04-07,1599
2017-04-08,766
2017-04-09,777
2017-04-10,1773
2017-04-11,1748
2017-04-12,1881
2017-04-13,1674
2017-04-14,1194
2017-04-15,756
2017-04-16,691
2017-04-17,1548
2017-04-18,1857
2017-04-19,2026
2017-04-20,1783
2017-04-21,1589
2017-04-22,823
2017-04-23,789
2017-04-24,1660
2017-04-25,1892
2017-04-26,2066
2017-04-27,2076
2017-04-28,1844
2017-04-29,915
2017-04-30,789
2017-05-01,1173
2017-05-02,1667
2017-05-03,1860
2017-05-04,1841
2017-05-05,1707
2017-05-06,949
2017-05-07,894
2017-05-08,1759
2017-05-09,1791
2017-05-10,1818
2017-05-11,1695
2017-05-12,1481
2017-05-13,707
2017-05-14,712
2017-05-15,1537
2017-05-16,1851
2017-05-17,1735
2017-05-18,1679
2017-05-19,1330
2017-05-20,771
2017-05-21,727
2017-05-22,1557
2017-05-23,1607
2017-05-24,1559
2017-05-25,1440
2017-05-26,1274
2017-05-27,701
2017-05-28,671
2017-05-29,1128
2017-05-30,1564
2017-05-31,1509
2017-06-01,1601
2017-06-02,1407
2017-06-03,813
2017-06-04,749
2017-06-05,1491
2017-06-06,1656
2017-06-07,1720
2017-06-08,1674
2017-06-09,1433
2017-06-10,655
2017-06-11,705
2017-06-12,1526
2017-06-13,1575
2017-06-14,1737
2017-06-15,5156
2017-06-16,5274
2017-06-17,1640
2017-06-18,1159
2017-06-19,2227
2017-06-20,2218
2017-06-21,1946
2017-06-22,1770
2017-06-23,1504
2017-06-24,734
2017-06-25,898
2017-06-26,1831
2017-06-27,1693
2017-06-28,1785
2017-06-29,1611
2017-06-30,1381
2017-07-01,662
2017-07-02,722
2017-07-03,1322
2017-07-04,1279
2017-07-05,1542
2017-07-06,1538
2017-07-07,1438
2017-07-08,689
2017-07-09,733
2017-07-10,1407
2017-07-11,1502
2017-07-12,1693
2017-07-13,1634
2017-07-14,1389
2017-07-15,678
2017-07-16,654
2017-07-17,1490
2017-07-18,1599
2017-07-19,1679
2017-07-20,1590
2017-07-21,1328
2017-07-22,630
2017-07-23,778
2017-07-24,1445
2017-07-25,1503
2017-07-26,1477
2017-07-27,2270
2017-07-28,1776
2017-07-29,653
2017-07-30,742
2017-07-31,1409
2017-08-01,1427
2017-08-02,1458
2017-08-03,1506
2017-08-04,1382
2017-08-05,665
2017-08-06,657
2017-08-07,1340
2017-08-08,1460
2017-08-09,1574
2017-08-10,1711
2017-08-11,1498
2017-08-12,727
2017-08-13,694
2017-08-14,1695
2017-08-15,1535
2017-08-16,1700
2017-08-17,1819
2017-08-18,1632
2017-08-19,999
2017-08-20,645
2017-08-21,1413
2017-08-22,1500
2017-08-23,1526
2017-08-24,1538
2017-08-25,1349
2017-08-26,683
2017-08-27,641
2017-08-28,1429
2017-08-29,1610
2017-08-30,2537
2017-08-31,1879
2017-09-01,1494
2017-09-02,735
2017-09-03,648
2017-09-04,1113
2017-09-05,1397
2017-09-06,1464
2017-09-07,1592
2017-09-08,1402
2017-09-09,711
2017-09-10,680
2017-09-11,1618
2017-09-12,1685
2017-09-13,1776
2017-09-14,1864
2017-09-15,1478
2017-09-16,766
2017-09-17,821
2017-09-18,6085
2017-09-19,3513
2017-09-20,2212
2017-09-21,1931
2017-09-22,1686
2017-09-23,837
2017-09-24,872
2017-09-25,1892
2017-09-26,2225
2017-09-27,1900
2017-09-28,1649
2017-09-29,1413
2017-09-30,901
2017-10-01,771
2017-10-02,1493
2017-10-03,1684
2017-10-04,1703
2017-10-05,1634
2017-10-06,1658
2017-10-07,877
2017-10-08,817
2017-10-09,1504
2017-10-10,1582
2017-10-11,1621
2017-10-12,1720
2017-10-13,1517
2017-10-14,772
2017-10-15,792
2017-10-16,1636
2017-10-17,1785
2017-10-18,1644
2017-10-19,1678
2017-10-20,1591
2017-10-21,737
2017-10-22,815
2017-10-23,1581
2017-10-24,1717
2017-10-25,1760
2017-10-26,1804
2017-10-27,1639
2017-10-28,791
2017-10-29,780
2017-10-30,1815
2017-10-31,2218
2017-11-01,2871
2017-11-02,1922
2017-11-03,1756
2017-11-04,1166
2017-11-05,1053
2017-11-06,1859
2017-11-07,1858
2017-11-08,2033
2017-11-09,1795
2017-11-10,1633
2017-11-11,914
2017-11-12,896
2017-11-13,1705
2017-11-14,1785
2017-11-15,1849
2017-11-16,2099
2017-11-17,1595
2017-11-18,905
2017-11-19,877
2017-11-20,1712
2017-11-21,1739
2017-11-22,1667
2017-11-23,1283
2017-11-24,1221
2017-11-25,767
2017-11-26,823
2017-11-27,1532
2017-11-28,1721
2017-11-29,1784
2017-11-30,1653
2017-12-01,1492
2017-12-02,788
2017-12-03,984
2017-12-04,1820
2017-12-05,1751
2017-12-06,1617
2017-12-07,1681
2017-12-08,1612
2017-12-09,871
2017-12-10,819
2017-12-11,1710
2017-12-12,1794
2017-12-13,1631
