Date,"Slack (software)"
2018-04-21,23
2018-04-22,15
2018-04-23,15
2018-04-24,19
2018-04-25,23
2018-04-26,17
2018-04-27,11
2018-04-28,19
2018-04-29,17
2018-04-30,17
2018-05-01,15
2018-05-02,10
2018-05-03,10
2018-05-04,19
2018-05-05,17
2018-05-06,13
2018-05-07,16
2018-05-08,19
2018-05-09,28
2018-05-10,20
2018-05-11,28
2018-05-12,26
2018-05-13,15
2018-05-14,19
2018-05-15,24
2018-05-16,17
2018-05-17,23
2018-05-18,24
2018-05-19,11
2018-05-20,12
2018-05-21,48
2018-05-22,37
2018-05-23,23
2018-05-24,24
2018-05-25,13
2018-05-26,4
2018-05-27,11
2018-05-28,12
2018-05-29,15
2018-05-30,13
2018-05-31,15
2018-06-01,16
2018-06-02,22
2018-06-03,11
2018-06-04,19
2018-06-05,12
2018-06-06,28
2018-06-07,12
2018-06-08,27
2018-06-09,15
2018-06-10,14
2018-06-11,19
2018-06-12,8
2018-06-13,18
2018-06-14,0
2018-06-15,20
