Date,"Slack (software)"
2018-03-11,12
2018-03-12,16
2018-03-13,12
2018-03-14,12
2018-03-15,26
2018-03-16,8
2018-03-17,27
2018-03-18,30
2018-03-19,21
2018-03-20,19
2018-03-21,24
2018-03-22,24
2018-03-23,41
2018-03-24,30
2018-03-25,25
2018-03-26,32
2018-03-27,31
2018-03-28,26
2018-03-29,48
2018-03-30,27
2018-03-31,33
2018-04-01,22
2018-04-02,31
2018-04-03,22
2018-04-04,35
2018-04-05,36
2018-04-06,38
2018-04-07,39
2018-04-08,15
2018-04-09,26
2018-04-10,42
2018-04-11,33
2018-04-12,21
2018-04-13,37
2018-04-14,31
2018-04-15,25
2018-04-16,23
2018-04-17,26
2018-04-18,24
2018-04-19,19
2018-04-20,15
2018-04-21,22
2018-04-22,17
2018-04-23,44
2018-04-24,29
2018-04-25,46
2018-04-26,25
2018-04-27,24
2018-04-28,29
2018-04-29,16
2018-04-30,36
2018-05-01,51
2018-05-02,53
2018-05-03,39
2018-05-04,33
2018-05-05,24
2018-05-06,19
2018-05-07,15
2018-05-08,23
2018-05-09,25
2018-05-10,21
2018-05-11,19
2018-05-12,19
2018-05-13,24
2018-05-14,24
2018-05-15,37
2018-05-16,26
2018-05-17,29
2018-05-18,43
2018-05-19,20
2018-05-20,19
2018-05-21,25
2018-05-22,34
2018-05-23,49
2018-05-24,37
2018-05-25,31
2018-05-26,16
2018-05-27,18
2018-05-28,17
2018-05-29,45
2018-05-30,34
2018-05-31,28
2018-06-01,21
2018-06-02,21
2018-06-03,15
2018-06-04,26
2018-06-05,30
2018-06-06,33
2018-06-07,52
2018-06-08,26
2018-06-09,21
2018-06-10,11
2018-06-11,35
2018-06-12,32
2018-06-13,24
2018-06-14,0
2018-06-15,36
