Date,"Slack (software)"
2018-01-20,390
2018-01-21,326
2018-01-22,354
2018-01-23,401
2018-01-24,403
2018-01-25,389
2018-01-26,517
2018-01-27,273
2018-01-28,290
2018-01-29,373
2018-01-30,420
2018-01-31,409
2018-02-01,374
2018-02-02,401
2018-02-03,334
2018-02-04,269
2018-02-05,266
2018-02-06,371
2018-02-07,373
2018-02-08,372
2018-02-09,390
2018-02-10,341
2018-02-11,304
2018-02-12,336
2018-02-13,390
2018-02-14,444
2018-02-15,394
2018-02-16,389
2018-02-17,318
2018-02-18,286
2018-02-19,343
2018-02-20,388
2018-02-21,408
2018-02-22,432
2018-02-23,339
2018-02-24,358
2018-02-25,296
2018-02-26,403
2018-02-27,408
2018-02-28,511
2018-03-01,624
2018-03-02,462
2018-03-03,414
2018-03-04,322
2018-03-05,349
2018-03-06,424
2018-03-07,465
2018-03-08,399
2018-03-09,412
2018-03-10,373
2018-03-11,368
2018-03-12,439
2018-03-13,370
2018-03-14,404
2018-03-15,383
2018-03-16,381
2018-03-17,372
2018-03-18,262
2018-03-19,325
2018-03-20,444
2018-03-21,433
2018-03-22,466
2018-03-23,442
2018-03-24,354
2018-03-25,323
2018-03-26,342
2018-03-27,415
2018-03-28,345
2018-03-29,386
2018-03-30,295
2018-03-31,270
2018-04-01,306
2018-04-02,289
2018-04-03,351
2018-04-04,426
2018-04-05,434
2018-04-06,386
2018-04-07,297
2018-04-08,322
2018-04-09,360
2018-04-10,351
2018-04-11,412
2018-04-12,426
2018-04-13,394
2018-04-14,288
2018-04-15,277
2018-04-16,392
2018-04-17,388
2018-04-18,410
2018-04-19,369
2018-04-20,355
2018-04-21,335
2018-04-22,251
2018-04-23,334
2018-04-24,360
2018-04-25,366
2018-04-26,409
2018-04-27,341
2018-04-28,305
2018-04-29,325
2018-04-30,326
2018-05-01,355
2018-05-02,359
2018-05-03,378
2018-05-04,372
2018-05-05,264
2018-05-06,276
2018-05-07,304
2018-05-08,526
2018-05-09,583
2018-05-10,459
2018-05-11,450
2018-05-12,384
2018-05-13,305
2018-05-14,359
2018-05-15,378
2018-05-16,364
2018-05-17,391
2018-05-18,389
2018-05-19,310
2018-05-20,232
2018-05-21,641
2018-05-22,524
2018-05-23,438
2018-05-24,409
2018-05-25,321
2018-05-26,240
2018-05-27,252
2018-05-28,277
2018-05-29,339
2018-05-30,419
2018-05-31,358
2018-06-01,372
2018-06-02,309
2018-06-03,292
2018-06-04,408
2018-06-05,414
2018-06-06,443
2018-06-07,416
2018-06-08,400
2018-06-09,285
2018-06-10,271
2018-06-11,357
2018-06-12,411
2018-06-13,430
2018-06-14,0
2018-06-15,391
